6,200
6,400
7,600
6,800
6,1000
5,1200
6,1400
6,1600
7,1800
7,2000
7,2200
7,2400
8,2600
6,2800
7,3000
7,3200
7,3400
8,3600
6,3800
8,4000
8,4200
6,4400
8,4600
7,4800
8,5000
8,5200
7,5400
8,5600
8,5800
9,6000
7,6200
8,6400
6,6600
8,6800
8,7000
8,7200
9,7400
12,7600
8,7800
8,8000
8,8200
8,8400
9,8600
7,8800
9,9000
9,9200
11,9400
9,9600
11,9800
10,10000
12,10200
11,10400
12,10600
11,10800
10,11000
13,11200
10,11400
12,11600
13,11800
11,12000
14,12200
11,12400
13,12600
12,12800
11,13000
12,13200
13,13400
11,13600
13,13800
12,14000
17,14200
15,14400
14,14600
15,14800
13,15000
15,15200
15,15400
15,15600
15,15800
14,16000
14,16200
14,16400
14,16600
13,16800
14,17000
14,17200
14,17400
14,17600
13,17800
12,18000
14,18200
14,18400
14,18600
17,18800
16,19000
14,19200
13,19400
14,19600
12,19800
14,20000
13,20200
13,20400
18,20600
14,20800
14,21000
13,21200
13,21400
15,21600
13,21800
12,22000
12,22200
12,22400
14,22600
13,22800
18,23000
15,23200
14,23400
19,23600
16,23800
16,24000
14,24200
14,24400
16,24600
15,24800
15,25000
16,25200
16,25400
15,25600
14,25800
14,26000
19,26200
17,26400
15,26600
16,26800
16,27000
15,27200
17,27400
17,27600
17,27800
17,28000
17,28200
18,28400
15,28600
16,28800
16,29000
16,29200
15,29400
16,29600
17,29800
16,30000
21,30200
18,30400
17,30600
17,30800
15,31000
15,31200
16,31400
22,31600
15,31800
17,32000
15,32200
19,32400
21,32600
15,32800
18,33000
28,33200
20,33400
16,33600
16,33800
23,34000
16,34200
17,34400
28,34600
19,34800
16,35000
17,35200
18,35400
19,35600
20,35800
19,36000
18,36200
18,36400
18,36600
19,36800
19,37000
18,37200
16,37400
17,37600
20,37800
20,38000
20,38200
34,38400
20,38600
24,38800
19,39000
20,39200
24,39400
18,39600
29,39800
19,40000
20,40200
20,40400
26,40600
26,40800
19,41000
21,41200
19,41400
19,41600
20,41800
30,42000
27,42200
19,42400
21,42600
19,42800
21,43000
28,43200
20,43400
21,43600
28,43800
27,44000
22,44200
27,44400
20,44600
22,44800
26,45000
27,45200
28,45400
21,45600
28,45800
22,46000
21,46200
21,46400
21,46600
21,46800
31,47000
21,47200
29,47400
30,47600
22,47800
21,48000
29,48200
25,48400
22,48600
42,48800
22,49000
33,49200
30,49400
27,49600
30,49800
26,50000
24,50200
28,50400
26,50600
32,50800
33,51000
36,51200
24,51400
32,51600
25,51800
25,52000
32,52200
46,52400
24,52600
33,52800
23,53000
23,53200
23,53400
39,53600
25,53800
36,54000
34,54200
26,54400
37,54600
27,54800
33,55000
32,55200
35,55400
26,55600
35,55800
34,56000
24,56200
27,56400
25,56600
36,56800
42,57000
35,57200
26,57400
33,57600
30,57800
27,58000
42,58200
35,58400
27,58600
27,58800
34,59000
37,59200
34,59400
27,59600
28,59800
29,60000
40,60200
27,60400
36,60600
28,60800
38,61000
37,61200
43,61400
42,61600
26,61800
36,62000
38,62200
37,62400
37,62600
43,62800
32,63000
27,63200
38,63400
28,63600
53,63800
38,64000
37,64200
39,64400
40,64600
27,64800
48,65000
38,65200
45,65400
40,65600
30,65800
46,66000
43,66200
39,66400
39,66600
40,66800
39,67000
41,67200
39,67400
42,67600
32,67800
41,68000
38,68200
32,68400
40,68600
48,68800
44,69000
54,69200
44,69400
42,69600
40,69800
32,70000
43,70200
49,70400
54,70600
33,70800
51,71000
90,71200
53,71400
43,71600
43,71800
43,72000
49,72200
35,72400
51,72600
97,72800
47,73000
46,73200
59,73400
82,73600
168,73800
56,74000
67,74200
76,74400
58,74600
64,74800
99,75000
68,75200
48,75400
50,75600
72,75800
84,76000
96,76200
58,76400
54,76600
63,76800
71,77000
68,77200
67,77400
49,77600
95,77800
60,78000
99,78200
66,78400
113,78600
64,78800
122,79000
60,79200
136,79400
180,79600
143,79800
111,80000
150,80200
62,80400
197,80600
46,80800
188,81000
96,81200
83,81400
124,81600
96,81800
170,82000
155,82200
109,82400
193,82600
66,82800
115,83000
180,83200
129,83400
171,83600
106,83800
140,84000
152,84200
164,84400
84,84600
168,84800
198,85000
149,85200
143,85400
180,85600
198,85800
170,86000
173,86200
145,86400
133,86600
186,86800
65,87000
127,87200
78,87400
127,87600
210,87800
190,88000
182,88200
186,88400
196,88600
73,88800
121,89000
71,89200
127,89400
222,89600
213,89800
223,90000
219,90200
215,90400
78,90600
149,90800
220,91000
205,91200
90,91400
173,91600
216,91800
84,92000
144,92200
216,92400
215,92600
192,92800
93,93000
131,93200
186,93400
194,93600
208,93800
176,94000
238,94200
243,94400
225,94600
70,94800
114,95000
82,95200
186,95400
218,95600
99,95800
186,96000
146,96200
232,96400
147,96600
86,96800
155,97000
240,97200
98,97400
165,97600
227,97800
202,98000
214,98200
95,98400
94,98600
336,98800
258,99000
105,99200
100,99400
181,99600
218,99800
100,100000
71,100200
