43,200
46,400
43,600
58,800
46,1000
45,1200
96,1400
93,1600
47,1800
54,2000
47,2200
44,2400
67,2600
69,2800
41,3000
42,3200
42,3400
44,3600
41,3800
42,4000
79,4200
43,4400
79,4600
43,4800
46,5000
49,5200
338,5400
51,5600
50,5800
47,6000
47,6200
54,6400
46,6600
57,6800
47,7000
66,7200
58,7400
44,7600
54,7800
82,8000
735,8200
65,8400
329,8600
44,8800
48,9000
49,9200
51,9400
100,9600
46,9800
111,10000
59,10200
53,10400
56,10600
59,10800
53,11000
53,11200
51,11400
51,11600
89,11800
65,12000
56,12200
61,12400
49,12600
51,12800
50,13000
58,13200
61,13400
54,13600
64,13800
52,14000
111,14200
59,14400
50,14600
70,14800
53,15000
68,15200
476,15400
234,15600
163,15800
144,16000
132,16200
121,16400
120,16600
119,16800
113,17000
111,17200
104,17400
102,17600
99,17800
98,18000
112,18200
90,18400
98,18600
92,18800
107,19000
99,19200
91,19400
97,19600
95,19800
90,20000
91,20200
108,20400
93,20600
104,20800
97,21000
95,21200
109,21400
99,21600
93,21800
94,22000
91,22200
88,22400
105,22600
85,22800
91,23000
90,23200
114,23400
94,23600
93,23800
88,24000
92,24200
87,24400
87,24600
93,24800
85,25000
94,25200
92,25400
94,25600
91,25800
89,26000
151,26200
266,26400
114,26600
92,26800
163,27000
86,27200
79,27400
91,27600
88,27800
175,28000
84,28200
83,28400
95,28600
87,28800
82,29000
87,29200
85,29400
89,29600
314,29800
187,30000
135,30200
94,30400
86,30600
91,30800
97,31000
132,31200
93,31400
96,31600
96,31800
91,32000
88,32200
86,32400
93,32600
90,32800
88,33000
87,33200
81,33400
84,33600
80,33800
80,34000
77,34200
88,34400
80,34600
90,34800
86,35000
87,35200
83,35400
87,35600
110,35800
92,36000
106,36200
87,36400
86,36600
99,36800
90,37000
116,37200
95,37400
89,37600
95,37800
93,38000
104,38200
98,38400
94,38600
94,38800
100,39000
109,39200
93,39400
92,39600
91,39800
95,40000
107,40200
91,40400
100,40600
97,40800
98,41000
95,41200
90,41400
104,41600
99,41800
89,42000
112,42200
93,42400
91,42600
100,42800
93,43000
120,43200
94,43400
530,43600
463,43800
427,44000
393,44200
352,44400
333,44600
268,44800
237,45000
190,45200
177,45400
134,45600
119,45800
109,46000
108,46200
106,46400
103,46600
112,46800
99,47000
98,47200
107,47400
109,47600
90,47800
105,48000
122,48200
128,48400
133,48600
231,48800
185,49000
172,49200
135,49400
132,49600
111,49800
114,50000
104,50200
125,50400
106,50600
118,50800
114,51000
92,51200
118,51400
110,51600
542,51800
483,52000
619,52200
548,52400
518,52600
492,52800
457,53000
425,53200
353,53400
642,53600
581,53800
536,54000
473,54200
447,54400
373,54600
328,54800
270,55000
200,55200
163,55400
115,55600
110,55800
113,56000
114,56200
107,56400
104,56600
106,56800
112,57000
114,57200
109,57400
133,57600
106,57800
126,58000
110,58200
117,58400
112,58600
157,58800
113,59000
112,59200
102,59400
121,59600
122,59800
111,60000
122,60200
131,60400
153,60600
118,60800
157,61000
276,61200
266,61400
503,61600
841,61800
785,62000
702,62200
646,62400
567,62600
517,62800
448,63000
416,63200
401,63400
328,63600
268,63800
227,64000
155,64200
175,64400
155,64600
168,64800
136,65000
120,65200
134,65400
143,65600
156,65800
150,66000
151,66200
132,66400
148,66600
277,66800
203,67000
158,67200
132,67400
160,67600
145,67800
190,68000
136,68200
141,68400
181,68600
180,68800
146,69000
135,69200
194,69400
490,69600
374,69800
309,70000
223,70200
187,70400
181,70600
127,70800
134,71000
135,71200
162,71400
176,71600
132,71800
128,72000
152,72200
149,72400
223,72600
126,72800
133,73000
115,73200
219,73400
153,73600
155,73800
139,74000
1221,74200
997,74400
904,74600
870,74800
738,75000
684,75200
555,75400
562,75600
347,75800
271,76000
163,76200
159,76400
145,76600
135,76800
154,77000
188,77200
141,77400
165,77600
191,77800
160,78000
161,78200
172,78400
170,78600
117,78800
238,79000
153,79200
279,79400
241,79600
246,79800
170,80000
152,80200
186,80400
142,80600
166,80800
215,81000
191,81200
146,81400
141,81600
278,81800
292,82000
1864,82200
2306,82400
2081,82600
1916,82800
1778,83000
1718,83200
1578,83400
2959,83600
2403,83800
2412,84000
2252,84200
2204,84400
1851,84600
1746,84800
1478,85000
1227,85200
1064,85400
881,85600
854,85800
679,86000
531,86200
317,86400
271,86600
248,86800
308,87000
283,87200
375,87400
393,87600
323,87800
373,88000
258,88200
277,88400
283,88600
407,88800
339,89000
233,89200
245,89400
349,89600
327,89800
287,90000
165,90200
221,90400
234,90600
186,90800
156,91000
223,91200
142,91400
198,91600
346,91800
334,92000
305,92200
728,92400
1538,92600
1413,92800
1328,93000
1070,93200
800,93400
467,93600
422,93800
265,94000
209,94200
191,94400
350,94600
402,94800
1011,95000
1134,95200
1006,95400
955,95600
1451,95800
1231,96000
974,96200
810,96400
549,96600
426,96800
356,97000
266,97200
192,97400
196,97600
328,97800
412,98000
352,98200
228,98400
181,98600
342,98800
474,99000
166,99200
334,99400
690,99600
578,99800
422,100000
227,100200
