53,2,500,10
114,2,500,10
190,2,500,10
170,2,500,10
138,2,500,10
113,2,500,10
85,2,500,10
235,2,500,10
116,2,500,10
97,2,500,10
83,2,500,10
94,2,500,10
78,2,500,10
123,2,500,10
207,2,500,10
165,2,500,10
187,2,500,10
116,2,500,10
143,2,500,10
129,2,500,10
119,2,500,10
222,2,500,10
205,2,500,10
157,2,500,10
78,2,500,10
123,2,500,10
117,2,500,10
73,2,500,10
91,2,500,10
78,2,500,10
136,2,500,10
150,2,500,10
145,2,500,10
129,2,500,10
99,2,500,10
126,2,500,10
100,2,500,10
80,2,500,10
54,2,500,10
63,2,500,10
189,2,500,10
170,2,500,10
139,2,500,10
92,2,500,10
82,2,500,10
66,2,500,10
57,2,500,10
102,2,500,10
104,2,500,10
88,2,500,10
145,2,500,10
133,2,500,10
104,2,500,10
103,2,500,10
96,2,500,10
81,2,500,10
130,2,500,10
113,2,500,10
99,2,500,10
84,2,500,10
85,2,500,10
83,2,500,10
69,2,500,10
61,2,500,10
121,2,500,10
102,2,500,10
95,2,500,10
79,2,500,10
62,2,500,10
108,2,500,10
96,2,500,10
101,2,500,10
86,2,500,10
72,2,500,10
63,2,500,10
115,2,500,10
69,2,500,10
102,2,500,10
67,2,500,10
74,2,500,10
170,2,500,10
139,2,500,10
90,2,500,10
91,2,500,10
80,2,500,10
88,2,500,10
74,2,500,10
106,2,500,10
134,2,500,10
67,2,500,10
64,2,500,10
87,2,500,10
81,2,500,10
213,2,500,10
197,2,500,10
182,2,500,10
166,2,500,10
81,2,500,10
55,2,500,10
162,2,500,10
84,2,500,10
107,2,500,10
91,2,500,10
77,2,500,10
113,2,500,10
98,2,500,10
78,2,500,10
97,2,500,10
83,2,500,10
155,2,500,10
135,2,500,10
104,2,500,10
90,2,500,10
125,2,500,10
96,2,500,10
86,2,500,10
135,2,500,10
117,2,500,10
79,2,500,10
84,2,500,10
97,2,500,10
78,2,500,10
106,2,500,10
89,2,500,10
118,2,500,10
112,2,500,10
166,2,500,10
