44,0,500,10
182,1,500,10
114,0,500,10
219,2,500,10
161,0,500,10
184,0,500,10
214,0,500,10
353,1,500,10
472,0,500,10
640,2,500,10
443,0,500,10
713,2,500,10
529,0,500,10
777,0,500,10
965,2,500,10
784,0,500,10
708,0,500,10
1439,2,500,10
1832,1,500,10
1168,0,500,10
1163,0,500,10
1698,1,500,10
1640,1,500,10
1770,1,500,10
1823,1,500,10
1385,0,500,10
1968,1,500,10
2049,1,500,10
2300,2,500,10
1460,0,500,10
1440,0,500,10
1708,0,500,10
2286,2,500,10
2024,0,500,10
1884,0,500,10
2234,1,500,10
2214,1,500,10
1787,0,500,10
2793,1,500,10
2861,2,500,10
1768,0,500,10
2817,1,500,10
3365,2,500,10
2958,1,500,10
2931,1,500,10
2889,1,500,10
2842,1,500,10
2076,0,500,10
2022,0,500,10
1991,0,500,10
1982,0,500,10
1962,0,500,10
3245,2,500,10
3324,2,500,10
2602,0,500,10
3267,1,500,10
2026,0,500,10
2305,0,500,10
3406,1,500,10
3777,2,500,10
2638,0,500,10
2561,0,500,10
2511,0,500,10
3503,1,500,10
3453,1,500,10
3342,1,500,10
3314,1,500,10
2084,0,500,10
2344,0,500,10
3488,2,500,10
2713,0,500,10
2694,0,500,10
2563,0,500,10
2509,0,500,10
2358,0,500,10
4252,1,500,10
4023,2,500,10
3834,2,500,10
3795,2,500,10
4741,2,500,10
3363,0,500,10
4124,1,500,10
5537,2,500,10
4115,1,500,10
3955,1,500,10
5717,3,500,10
5677,3,500,10
5313,1,500,10
5245,1,500,10
5134,1,500,10
5386,1,500,10
5337,1,500,10
5186,1,500,10
4947,1,500,10
4858,1,500,10
4656,1,500,10
4485,1,500,10
5388,2,500,10
6544,2,500,10
6153,2,500,10
5924,2,500,10
6700,3,500,10
6265,2,500,10
6246,2,500,10
6237,2,500,10
5707,1,500,10
7377,3,500,10
6803,1,500,10
6755,1,500,10
7607,2,500,10
7160,1,500,10
7111,1,500,10
7101,1,500,10
6828,1,500,10
6531,1,500,10
7189,2,500,10
7372,1,500,10
8468,3,500,10
8358,3,500,10
7619,2,500,10
7292,1,500,10
7155,1,500,10
6891,1,500,10
6806,1,500,10
7523,2,500,10
7452,2,500,10
7283,2,500,10
7122,2,500,10
6980,2,500,10
8501,2,500,10
7792,2,500,10
8838,2,500,10
7694,2,500,10
7643,2,500,10
7486,2,500,10
7406,2,500,10
7329,2,500,10
8778,2,500,10
8709,2,500,10
8690,2,500,10
8501,2,500,10
8450,2,500,10
8341,2,500,10
8279,2,500,10
8211,2,500,10
9445,2,500,10
8962,2,500,10
8951,2,500,10
8868,2,500,10
8986,2,500,10
11142,4,500,10
11081,3,500,10
11324,3,500,10
11315,3,500,10
11485,3,500,10
12042,3,500,10
11893,3,500,10
12439,3,500,10
12387,3,500,10
12604,4,500,10
12544,4,500,10
11935,3,500,10
11652,3,500,10
12622,3,500,10
12920,4,500,10
12691,3,500,10
12983,4,500,10
13044,3,500,10
11834,3,500,10
12981,4,500,10
13222,3,500,10
13194,3,500,10
12922,3,500,10
12873,3,500,10
12794,3,500,10
12775,3,500,10
13732,3,500,10
13644,3,500,10
13544,3,500,10
13462,3,500,10
13708,3,500,10
13609,3,500,10
13549,3,500,10
13459,3,500,10
13340,3,500,10
13328,3,500,10
14316,2,500,10
14304,2,500,10
14286,2,500,10
14175,2,500,10
14201,2,500,10
13941,2,500,10
13802,2,500,10
13732,2,500,10
13751,2,500,10
13729,2,500,10
14788,2,500,10
14679,2,500,10
14639,2,500,10
14626,2,500,10
