73,0,500,10
182,0,500,10
207,0,500,10
293,0,500,10
628,0,500,10
702,0,500,10
1143,0,500,10
1147,0,500,10
1223,0,500,10
1375,0,500,10
1461,0,500,10
1813,0,500,10
1944,0,500,10
1945,0,500,10
2024,0,500,10
2152,0,500,10
2192,0,500,10
2444,0,500,10
2681,0,500,10
2617,0,500,10
2554,0,500,10
2543,0,500,10
2475,0,500,10
2445,0,500,10
2724,0,500,10
2673,0,500,10
3025,0,500,10
3148,0,500,10
3514,0,500,10
3095,0,500,10
3524,0,500,10
3302,0,500,10
3285,0,500,10
3365,0,500,10
3446,0,500,10
3437,0,500,10
3668,0,500,10
3536,0,500,10
3488,0,500,10
3438,0,500,10
3338,0,500,10
3309,0,500,10
4359,0,500,10
4024,0,500,10
3677,0,500,10
3964,0,500,10
4201,0,500,10
4191,0,500,10
4140,0,500,10
4059,0,500,10
4040,0,500,10
4745,0,500,10
4677,0,500,10
4334,0,500,10
4315,0,500,10
4214,0,500,10
4267,0,500,10
4357,0,500,10
4256,0,500,10
4218,0,500,10
4057,0,500,10
4560,0,500,10
4361,0,500,10
4342,0,500,10
4201,0,500,10
4727,0,500,10
4600,0,500,10
4399,0,500,10
4359,0,500,10
4353,0,500,10
4224,0,500,10
5891,0,500,10
5118,0,500,10
5077,0,500,10
5028,0,500,10
4987,0,500,10
5154,0,500,10
6619,0,500,10
5681,0,500,10
5670,0,500,10
5581,0,500,10
5552,0,500,10
5511,0,500,10
5492,0,500,10
5472,0,500,10
5393,0,500,10
5362,0,500,10
5773,0,500,10
5693,0,500,10
7067,0,500,10
5743,0,500,10
5684,0,500,10
5628,0,500,10
5348,0,500,10
5258,0,500,10
6861,1,500,10
6849,1,500,10
6820,1,500,10
7197,1,500,10
7187,1,500,10
5659,0,500,10
5767,0,500,10
6836,0,500,10
6697,0,500,10
6479,0,500,10
7595,1,500,10
7008,0,500,10
7043,0,500,10
7023,0,500,10
8943,1,500,10
9648,1,500,10
9646,1,500,10
9381,1,500,10
9370,1,500,10
9355,1,500,10
8684,0,500,10
10434,1,500,10
10304,1,500,10
10254,1,500,10
11785,1,500,10
11767,1,500,10
11509,1,500,10
11430,1,500,10
11421,1,500,10
11351,1,500,10
12300,1,500,10
12276,1,500,10
12150,1,500,10
12526,1,500,10
12794,1,500,10
12785,1,500,10
12745,1,500,10
12725,1,500,10
12655,1,500,10
12652,1,500,10
13099,1,500,10
13058,1,500,10
13049,1,500,10
13432,1,500,10
13072,1,500,10
13620,1,500,10
13960,1,500,10
13683,1,500,10
14259,1,500,10
14401,1,500,10
14046,1,500,10
13988,1,500,10
14022,1,500,10
14525,1,500,10
15351,1,500,10
14355,1,500,10
14584,1,500,10
15641,1,500,10
15625,1,500,10
15495,1,500,10
15175,1,500,10
14701,1,500,10
14705,1,500,10
16162,1,500,10
16132,1,500,10
15073,1,500,10
15053,1,500,10
16519,1,500,10
16421,1,500,10
16259,1,500,10
16059,1,500,10
16940,1,500,10
17458,1,500,10
17420,1,500,10
17774,1,500,10
17977,1,500,10
18339,1,500,10
18099,1,500,10
18274,1,500,10
19025,1,500,10
19607,1,500,10
19015,1,500,10
19436,1,500,10
19365,1,500,10
19121,1,500,10
19723,1,500,10
20114,1,500,10
19601,1,500,10
20039,1,500,10
20018,1,500,10
20682,1,500,10
21732,1,500,10
22275,1,500,10
22185,1,500,10
22795,1,500,10
22784,1,500,10
24473,2,500,10
24474,2,500,10
24403,2,500,10
24384,2,500,10
24344,2,500,10
25279,1,500,10
25230,1,500,10
28521,1,500,10
28500,1,500,10
